State,Year,Col Exposures,Col Premiums,Lim1,Lim2,Lim3,Median Income,Average Premium,no fault,Liab Premiums,Liab Exposures,Liab Av,Population
Pennsylvania,2009,6348015,1885128774,15,30,5,48172,296.96,1,4095689159,8390464,488.14,12602112
Pennsylvania,2008,6380530,1907444018,15,30,5,51402,298.95,1,4085370482,8337309,490.01,12562536
Pennsylvania,2007,6282901,1915064911,15,30,5,48437,304.81,1,4082071409,8328133,490.15,12517701
Pennsylvania,2006,6185703,1909631379,15,30,5,48477,308.72,1,4129334881,8274274,499.06,12466485
Pennsylvania,2005,6071061,1917852813,15,30,5,46300,315.9,1,4142382652,8149153,508.32,12415908
Pennsylvania,2004,6120084,1913347229,15,30,5,44106,312.63,1,4215745900,8304314,507.66,12387357
Pennsylvania,2003,6107094,1792768135,15,30,5,42933,293.56,1,4000830789,8184665,488.82,12360988
Pennsylvania,2002,6004239,1670867706,15,30,5,42498,278.28,1,3727768474,7913365,471.07,12324237
Pennsylvania,2001,5939202,1515829546,15,30,5,43499,255.22,1,3393650260,7812032,434.41,12296977
Pennsylvania,2000,5670735,1363615983,15,30,5,42176,240.47,1,3143704569,7467128,421.01,12283881
Pennsylvania,1999,5226485,1263195186,15,30,5,37758,241.69,1,3241925440,7716215,420.14,12263805
Pennsylvania,1998,5068716,1202209492,15,30,5,39015,237.18,1,3260483567,7304970,446.34,12245672
Pennsylvania,1997,4965426,1111950474,15,30,5,37517,223.94,1,2991054086,6722694,444.92,12227814
Pennsylvania,1996,4898017,1016480668,15,30,5,34899,207.53,1,2918785434,6463531,451.58,12220464
Pennsylvania,1995,4720128,912161969,15,30,5,34524,193.25,1,2816564505,6234022,451.81,12198403
Pennsylvania,1994,4614296,871144320,15,30,5,32066,188.79,1,2715070068,6089343,445.87,12166050
Rhode Island,2016,492517,216147728,25,50,25,61528,438.86,0,563440856,713099,790.13,1056426
Rhode Island,2015,482924,198728264,25,50,25,55701,411.51,0,523348129,688795,759.8,1055607
Rhode Island,2014,468098,183661069,25,50,25,58633,392.36,0,497850286,672907,739.85,1054480
Rhode Island,2013,463360,172438995,25,50,25,57812,372.15,0,480758242,668154,719.53,1053033
Rhode Island,2012,457277,163300525,25,50,25,56065,357.12,0,466898898,664641,702.48,1052901
Rhode Island,2011,448953,158116737,25,50,25,49033,352.19,0,448928164,661565,678.59,1052451
Rhode Island,2010,444992,156401134,25,50,25,51623,351.47,0,441552194,664217,664.77,1056870
Rhode Island,2009,446292,158852454,25,50,25,51634,355.94,0,429870344,665122,646.3,1057451
Rhode Island,2008,447893,166499812,25,50,25,53241,371.74,0,426852205,660858,645.91,1058368
Rhode Island,2007,447341,169334751,25,50,25,54210,378.54,0,445075641,662999,671.31,1059706
Rhode Island,2006,443529,167294629,25,50,25,53736,377.19,0,461733268,663896,695.49,1064193
Rhode Island,2005,439798,167036962,25,50,25,49484,379.8,0,472387061,661964,713.61,1069226
Rhode Island,2004,439792,165545146,25,50,25,47935,376.42,0,458980070,664434,690.78,1075835
Rhode Island,2003,437254,162851275,25,50,25,44711,372.44,0,431171976,662586,650.74,1072453
Rhode Island,2002,429012,151976332,25,50,25,42417,354.25,0,399321237,655027,609.63,1066919
Rhode Island,2001,422021,138624431,25,50,25,45723,328.48,0,362991154,638114,568.85,1057707
Rhode Island,2000,405688,124987338,25,50,25,42197,308.09,0,341285938,633130,539.05,1050607
Rhode Island,1999,350645,103351856,25,50,25,42719,294.75,0,347048962,624255,555.94,1040402
Rhode Island,1998,325413,95077697,25,50,25,40686,292.18,0,341060403,584614,583.39,1031155
Rhode Island,1997,313307,88005166,25,50,25,34797,280.89,0,303886824,517741,586.95,1025353
Rhode Island,1996,293105,81754289,25,50,25,36986,278.92,0,301939506,489720,616.56,1020893
Rhode Island,1995,269433,77254128,25,50,25,35359,286.73,0,287927257,466263,617.52,1017002
Rhode Island,1994,264574,76658915,25,50,25,31928,289.74,0,273213089,440157,620.72,1015960
South Carolina,2016,2689807,765010685,25,50,25,54336,284.41,0,2142440034,3748001,571.62,4961119
South Carolina,2015,2602717,689910271,25,50,25,46360,265.07,0,1946702064,3693302,527.09,4894834
South Carolina,2014,2540173,638751620,25,50,25,44929,251.46,0,1805763241,3540446,510.04,4828430
South Carolina,2013,2468714,599538781,25,50,25,43749,242.85,0,1723322152,3474726,495.96,4767894
South Carolina,2012,2386897,571227788,25,50,25,44401,239.32,0,1643864247,3387557,485.27,4720760
South Carolina,2011,2328792,558296341,25,50,25,40084,239.74,0,1567541528,3336872,469.76,4672637
South Carolina,2010,2283538,548712911,25,50,25,41698,240.29,0,1520429786,3295308,461.39,4596958
South Carolina,2009,2261038,549211531,25,50,25,41101,242.9,0,1500394155,3253441,461.17,4554258
South Carolina,2008,2251267,566598707,25,50,25,42155,251.68,0,1503662378,3224555,466.32,4497746
South Carolina,2007,2202839,559531334,25,50,25,44213,254,0,1506114556,3171166,474.94,4417059
South Carolina,2006,2117178,540562551,25,50,25,39617,255.32,0,1449247561,3077609,470.9,4334146
South Carolina,2005,2023886,512413701,15,30,10,40230,253.18,0,1398541462,2972146,470.55,4250989
South Carolina,2004,1955867,500270623,15,30,10,38691,255.78,0,1349019941,2859468,471.77,4196549
South Carolina,2003,1906856,480901492,15,30,10,38479,252.2,0,1246503726,2761481,451.39,4141080
South Carolina,2002,1880302,465748286,15,30,10,37812,247.7,0,1101735207,2690289,409.52,4102227
South Carolina,2001,1871890,438633542,15,30,10,37736,234.33,0,1035611013,2786539,371.65,4062301
South Carolina,2000,1832566,435958949,15,30,10,37570,237.9,0,940871026,2666286,352.88,4024082
South Carolina,1999,,,15,30,10,36462,#DIV/0!,0,907731397,2627861,345.43,3974682
South Carolina,1998,,,15,30,10,33267,#DIV/0!,0,987785872,2482080,397.97,3919235
South Carolina,1997,286007,96113440,15,30,5,34262,336.05,0,360016950,764426,470.96,3859696
South Carolina,1996,407015,84097361,15,30,5,34665,206.62,0,394613956,876837,450.04,3796200
South Carolina,1995,402088,73666213,15,30,5,29071,183.21,0,401593287,884957,453.8,3748582
South Carolina,1994,403726,74425188,15,30,5,29846,184.35,0,413135803,880943,468.97,3705397
South Dakota,2016,459958,100829482,25,50,25,57450,219.21,0,214578229,690368,310.82,865454
South Dakota,2015,456801,95278251,25,50,25,55065,208.58,0,206734564,688602,300.22,857919
South Dakota,2014,440740,90189645,25,50,25,53053,204.63,0,197192348,663088,297.38,852561
South Dakota,2013,427351,85825428,25,50,25,54453,200.83,0,188331720,648879,290.24,844922
South Dakota,2012,414650,81204549,25,50,25,49415,195.84,0,178005934,633377,281.04,834441
South Dakota,2011,407066,77659130,25,50,25,47223,190.78,0,172442651,622187,277.16,824398
South Dakota,2010,398688,73285354,25,50,25,45352,183.82,0,169990495,619255,274.51,820077
South Dakota,2009,390439,72255298,25,50,25,45826,185.06,0,168478475,613087,274.8,810814
South Dakota,2008,388316,72121897,25,50,25,51600,185.73,0,167758516,610055,274.99,803047
South Dakota,2007,379146,72338592,25,50,25,46418,190.79,0,170591203,598821,284.88,795521
South Dakota,2006,366585,73144706,25,50,25,45427,199.53,0,173107509,585364,295.73,786973
South Dakota,2005,356777,75236117,25,50,25,43151,210.88,0,173685748,582771,298.03,778775
South Dakota,2004,353102,77675397,25,50,25,41107,219.98,0,174461390,570126,306,773087
South Dakota,2003,347367,76154802,25,50,25,39522,219.23,0,167595882,574596,291.68,765980
South Dakota,2002,344021,72064101,25,50,25,37873,209.48,0,157638521,563053,279.97,761633
South Dakota,2001,341032,64973148,25,50,25,39671,190.52,0,144344350,546771,263.99,758803
South Dakota,2000,329661,60127282,25,50,25,36475,182.39,0,136073221,541635,251.23,755707
South Dakota,1999,310880,54646154,25,50,25,35828,175.78,0,137749033,530894,259.47,750412
South Dakota,1998,295717,50132858,25,50,25,32786,169.53,0,137209194,514814,266.52,746058
South Dakota,1997,274362,43517757,25,50,25,29694,158.61,0,122806205,453198,270.98,744223
South Dakota,1996,263863,39380449,25,50,25,29526,149.25,0,117309283,440981,266.02,742213
South Dakota,1995,258625,37630404,25,50,25,29578,145.5,0,111731117,441700,252.96,737925
South Dakota,1994,258625,36925992,25,50,25,29733,142.78,0,103027536,443921,232.09,730790
Tennessee,2016,3334232,1074555290,25,50,15,51344,322.28,0,2037886478,4812339,423.47,6651194
Tennessee,2015,3242564,1002187641,25,50,15,47330,309.07,0,1938357086,4683036,413.91,6595056
Tennessee,2014,3121941,940223207,25,50,15,43716,301.17,0,1850134519,4514811,409.79,6544663
Tennessee,2013,3068206,895940458,25,50,15,42499,292.01,0,1775762203,4432322,400.64,6494821
Tennessee,2012,3009706,845191435,25,50,15,42995,280.82,0,1692410988,4368611,387.4,6454306
Tennessee,2011,2943563,791617974,25,50,15,42279,268.93,0,1622191810,4303405,376.96,6397634
Tennessee,2010,2905191,771935501,25,50,15,38591,265.71,0,1576123704,4252452,370.64,6338112
Tennessee,2009,2871839,775126531,25,50,10,40517,269.91,0,1521997638,4204310,362.01,6291220
Tennessee,2008,2899365,820018130,25,50,10,39702,282.83,0,1491225034,4186853,356.17,6239542
Tennessee,2007,2868752,826581322,25,50,10,41195,288.13,0,1490245457,4149889,359.1,6172788
Tennessee,2006,2801948,820424045,25,50,10,40693,292.8,0,1486592814,4095877,362.95,6090290
Tennessee,2005,2729484,813746475,25,50,10,39406,298.13,0,1452251036,3998986,363.15,5997481
Tennessee,2004,2659667,822137343,25,50,10,38072,309.11,0,1403360367,3886598,361.08,5918897
Tennessee,2003,2658976,808911065,25,50,10,37523,304.22,0,1333379966,3836279,347.57,5856712
Tennessee,2002,2652861,773976626,25,50,10,37030,291.75,0,1277805009,3771381,338.82,5802304
Tennessee,2001,2607102,712214130,25,50,10,35783,273.18,0,1136398244,3535919,321.39,5754748
Tennessee,2000,2514953,658603003,25,50,10,34096,261.87,0,1073809141,3430475,313.02,5703129
Tennessee,1999,2139641,542184464,25,50,10,36522,253.4,0,1072534627,3439061,311.87,5638706
Tennessee,1998,2088967,516728495,25,50,10,34091,247.36,0,1051759592,3291522,319.54,5570045
Tennessee,1997,2145402,507815703,25,50,10,30636,236.7,0,936650570,2962896,316.13,5499233
Tennessee,1996,2058577,456265634,25,50,10,30790,221.64,0,868615954,2802771,309.91,5416643
Tennessee,1995,1962539,408345665,25,50,10,29015,208.07,0,805767588,2716091,296.66,5326936
Tennessee,1994,1883366,385446171,25,50,10,28639,204.66,0,760916653,2649833,287.16,5231438
Texas,2016,12756496,5144627931,30,60,25,58146,403.29,0,10564664058,18367794,575.17,27862596
Texas,2015,12505316,4683067805,30,60,25,56473,374.49,0,9557250401,18075180,528.75,27429639
Texas,2014,11990883,4288062926,30,60,25,53875,357.61,0,8966186327,17367514,516.26,26944751
Texas,2013,11690061,4177694650,30,60,25,53027,357.37,0,8534252126,16977750,502.67,26473525
Texas,2012,11267666,3890607645,30,60,25,51926,345.29,0,8031453448,16558142,485.05,26071655
Texas,2011,10873017,3682328798,30,60,25,49047,338.67,0,7759415192,16149483,480.47,25646389
Texas,2010,10620393,3719060976,30,60,25,47266,350.18,0,7562499806,15773902,479.43,25213445
Texas,2009,10492707,3785521019,25,50,25,47475,360.78,0,7374122655,15330758,481,24770651
Texas,2008,10374989,3727118222,25,50,25,46490,359.24,0,7037995206,14935610,471.22,24290611
Texas,2007,10145684,3422763023,20,40,15,46053,337.36,0,6611804535,14692454,450.01,23824518
Texas,2006,9788932,3420135383,20,40,15,43307,349.39,0,6508128877,14342244,453.77,23356591
Texas,2005,5827006,1835274669,20,40,15,41422,314.96,0,3614838976,7595031,475.95,22790696
Texas,2004,5805346,1864617580,20,40,15,41397,321.19,0,3570595065,7495083,476.39,22408514
Texas,2003,6075166,1937926556,20,40,15,39271,318.99,0,3716631006,7824609,474.99,22048452
Texas,2002,6568517,2016967798,20,40,15,40149,307.07,0,3779742773,8467095,446.4,21705766
Texas,2001,7045000,1921817943,20,40,15,40860,272.79,0,3828505707,9140389,418.86,21330190
Texas,2000,6911379,1630435786,20,40,15,38609,235.91,0,3537364314,9098350,388.79,20944937
Texas,1999,,1833182702,20,40,15,38688,#DIV/0!,0,3580538281,8654363,413.73,20558220
Texas,1998,,1582161293,20,40,15,35783,#DIV/0!,0,3823645477,8177856,467.56,20157531
Texas,1997,,,20,40,15,35075,#DIV/0!,0,,,,19740317
Texas,1996,,,20,40,15,33072,,0,,,,19340342
Texas,1995,,,20,40,15,32039,#DIV/0!,0,,,,18958751
Texas,1994,,,20,40,15,30755,#DIV/0!,0,,,,18564062
Utah,2016,1396722,386068879,25,65,15,67481,276.41,1,963092668,1838915,523.73,3051217
Utah,2015,1338383,355874546,25,65,15,66258,265.9,1,888227154,1785266,497.53,2990632
Utah,2014,1284823,329204240,25,65,15,63383,256.23,1,833266971,1711481,486.87,2941836
Utah,2013,1256914,312204285,25,65,15,62967,248.39,1,790271968,1697171,465.64,2902663
Utah,2012,1221764,302749144,25,65,15,58341,247.8,1,765236441,1684252,454.35,2855782
Utah,2011,1189215,301764508,25,65,15,55493,253.75,1,748025524,1655150,451.94,2816124
Utah,2010,1175787,306946671,25,65,15,56701,261.06,1,743950400,1646187,451.92,2830753
Utah,2009,1190621,318856400,25,50,15,58491,267.81,1,735460756,1655922,444.14,2780871
Utah,2008,1203024,322347789,25,50,15,62537,267.95,1,708417702,1648509,429.73,2724685
Utah,2007,1168322,309733640,25,50,15,53529,265.11,1,675301289,1613410,418.56,2662908
Utah,2006,1103669,293807658,25,50,15,54628,266.21,1,656910021,1550639,423.64,2582234
Utah,2005,1042987,281493543,25,50,15,54813,269.89,1,634587240,1487039,426.75,2498863
Utah,2004,1004609,277778659,25,50,15,50871,276.5,1,626652841,1437411,435.96,2438195
Utah,2003,976816,274219830,25,50,15,49275,280.73,1,605750777,1382224,438.24,2378255
Utah,2002,966503,261675527,25,50,15,47861,270.74,1,547268528,1338540,408.85,2334425
Utah,2001,960864,240946213,25,50,15,47342,250.76,1,485713562,1327424,365.91,2290966
Utah,2000,912716,222639930,25,50,15,47550,243.93,1,445444523,1265065,352.11,2244207
Utah,1999,879321,205870709,25,50,10,46050,234.12,1,453435054,1277274,355,2203482
Utah,1998,839485,188393685,25,50,10,44299,224.42,1,454173354,1235166,367.7,2165960
Utah,1997,763589,160546238,25,50,10,42775,210.25,1,416528979,1105229,376.87,2119784
Utah,1996,734663,142517256,25,50,10,37038,193.99,1,395805285,1084225,365.06,2067976
Utah,1995,684226,126952905,25,50,10,36480,185.54,1,362260792,1034268,350.26,2014177
Utah,1994,647185,118567298,25,50,10,35716,183.2,1,329157146,985027,334.16,1960446
Vermont,2016,374647,116430848,25,50,10,60837,310.77,0,169591779,491838,344.81,624594
Vermont,2015,376691,111280990,25,50,10,59494,295.42,0,165050418,481029,343.12,626088
Vermont,2014,369458,105299655,25,50,10,60708,285.01,0,162072612,474457,341.6,626984
Vermont,2013,362658,98741633,25,50,10,54842,272.27,0,160033008,465418,343.85,627140
Vermont,2012,351538,94691327,25,50,10,55582,269.36,0,156655723,460793,339.97,626444
Vermont,2011,344916,93010337,25,50,10,51862,269.66,0,154453785,459970,335.79,626730
Vermont,2010,340754,92074398,25,50,10,55928,270.21,0,152245301,456660,333.39,622433
Vermont,2009,339649,93638020,25,50,10,52318,275.69,0,150535043,445030,338.26,621436
Vermont,2008,346743,97112747,25,50,10,50706,280.07,0,154157327,453634,339.83,620967
Vermont,2007,331809,97100495,25,50,10,47390,292.64,0,157527953,454348,346.71,620438
Vermont,2006,329874,98331829,25,50,10,51981,298.09,0,163214530,451637,361.38,619916
Vermont,2005,326140,99692730,25,50,10,50704,305.67,0,165447549,449924,367.72,618797
Vermont,2004,327550,100370127,25,50,10,47329,306.43,0,167244772,458210,365,618120
Vermont,2003,323544,95309096,25,50,10,43261,294.58,0,160326359,444191,360.94,616700
Vermont,2002,325372,88946756,25,50,10,42999,273.37,0,147928263,436592,338.82,614753
Vermont,2001,319775,81262310,25,50,10,40794,254.12,0,131587351,422549,311.41,611889
Vermont,2000,315708,76738734,25,50,10,39594,243.07,0,124217380,421713,294.55,609658
Vermont,1999,287615,66353216,25,50,10,41584,230.7,0,122589870,417722,293.47,604683
Vermont,1998,278021,61529861,25,40,10,39372,221.31,0,120125769,413971,290.18,600416
Vermont,1997,275633,58343201,25,40,10,35053,211.67,0,105916661,371561,285.06,597239
Vermont,1996,250803,51539627,25,40,10,32358,205.5,0,100127320,347829,287.86,593701
Vermont,1995,231683,47730874,25,40,10,33824,206.02,0,92129645,327707,281.13,589002
Vermont,1994,222174,47125842,25,40,10,35802,212.11,0,85820916,320085,268.12,583836
Virginia,2016,4815733,1423028298,25,50,20,66451,295.5,0,2826252365,6335451,446.1,8411808
Virginia,2015,4731418,1327259720,25,50,20,61486,280.52,0,2638043198,6198252,425.61,8367587
Virginia,2014,4670954,1278457606,25,50,20,66155,273.7,0,2646402068,6184064,427.94,8317372
Virginia,2013,4608313,1214494048,25,50,20,67620,263.54,0,2554775102,6143394,415.86,8262692
Virginia,2012,4545136,1154547129,25,50,20,64632,254.02,0,2448078676,6097367,401.5,8192048
Virginia,2011,4453777,1121217490,25,50,20,62616,251.75,0,2365432904,5993286,394.68,8110035
Virginia,2010,4398324,1114309351,25,50,20,60367,253.35,0,2332191118,5950723,391.92,7952119
Virginia,2009,4368186,1100679557,25,50,20,60501,251.98,0,2295717982,5905200,388.76,7862480
Virginia,2008,4385298,1104367277,25,50,20,61985,251.83,0,2259512240,5887388,383.79,7780691
Virginia,2007,4332471,1096493615,25,50,20,59161,253.09,0,2223788775,5826973,381.64,7705466
Virginia,2006,4251136,1121949104,25,50,20,57119,263.92,0,2276617448,5760978,395.18,7633859
Virginia,2005,4169615,1131542579,25,50,20,51914,271.38,0,2256392284,5675869,397.54,7547753
Virginia,2004,4094231,1099783470,25,50,20,51141,268.62,0,2246251627,5554483,404.4,7453994
Virginia,2003,4039488,1023168466,25,50,20,54783,253.29,0,2119468010,5562407,381.03,7352164
Virginia,2002,3980903,950955317,25,50,20,49631,238.88,0,1965210125,5438624,361.34,7277452
Virginia,2001,3858853,855234819,25,50,20,50241,221.63,0,1847851470,5168655,357.51,7191579
Virginia,2000,3718238,775296287,25,50,20,47163,208.51,0,1709284961,5009702,341.19,7105425
Virginia,1999,3478466,682558719,25,50,20,45693,196.22,0,1644754381,4818081,341.37,7000174
Virginia,1998,3350744,637676445,25,50,20,43354,190.31,0,1641642894,4710345,348.52,6900918
Virginia,1997,3086796,549029350,25,50,20,42957,177.86,0,1508030882,4216271,357.67,6829183
Virginia,1996,2993327,483460555,25,50,20,39211,161.51,0,1434411020,4025582,356.32,6750884
Virginia,1995,2841916,429542278,25,50,20,36222,151.15,0,1434411020,4025582,356.32,6670693
Virginia,1994,2745031,410549365,25,50,20,37647,149.56,0,1309686337,3857363,339.53,6593139
Washington,2016,3705456,1042127107,25,50,10,70310,281.24,0,3038303758,4890448,621.27,7288000
Washington,2015,3543867,941760622,25,50,10,67243,265.74,0,2818944895,4724451,596.67,7160290
Washington,2014,3417886,879218034,25,50,10,59068,257.24,0,2664146541,4515480,590,7054196
Washington,2013,3389920,825455728,25,50,10,60106,243.5,0,2545125751,4469699,569.42,6968006
Washington,2012,3278407,791145463,25,50,10,62187,241.32,0,2419180876,4421710,547.11,6895226
Washington,2011,3214581,780686169,25,50,10,56850,242.86,0,2357320794,4352360,541.62,6822520
Washington,2010,3238982,796263164,25,50,10,56163,245.84,0,2369932711,4352104,544.55,6746199
Washington,2009,3176022,798710190,25,50,10,60392,251.48,0,2325298154,4240198,548.39,6671597
Washington,2008,2950667,761618803,25,50,10,56631,258.12,0,2164819668,3925911,551.42,6566085
Washington,2007,2893232,742466140,25,50,10,58080,256.62,0,2125253075,3855745,551.19,6464167
Washington,2006,2806496,729699340,25,50,10,54723,260,0,2044117064,3767864,542.51,6371097
Washington,2005,2697365,714078610,25,50,10,50646,264.73,0,1992358979,3684372,540.76,6258988
Washington,2004,2611088,715393106,25,50,10,49922,273.98,0,1926529469,3614783,532.96,6181646
Washington,2003,2569670,682818146,25,50,10,47508,265.72,0,1832265520,3516949,520.98,6108738
Washington,2002,2556558,650959135,25,50,10,45183,254.62,0,1697221740,3449758,491.98,6056348
Washington,2001,2533786,612391534,25,50,10,42490,241.69,0,1570232289,3397222,462.21,5988346
Washington,2000,2416746,550844654,25,50,10,42525,227.93,0,1439957197,3228883,445.96,5911439
Washington,1999,2214264,471334688,25,50,10,45473,212.86,0,1454434019,3263798,445.63,5842564
Washington,1998,2120256,423586820,25,50,10,47421,199.78,0,1407631915,3057668,460.36,5769562
Washington,1997,2088760,387329313,25,50,10,44562,185.44,0,1302096181,2884581,451.4,5674747
Washington,1996,1958479,342915408,25,50,10,36676,175.09,0,1239235982,2750155,450.61,5569753
Washington,1995,1891610,320870116,25,50,10,35568,169.63,0,1226531583,2717060,451.42,5481027
Washington,1994,1847797,315967828,25,50,10,33533,171,0,1195471290,2696138,443.4,5375161
West Virginia,2016,887122,300732483,25,50,25,44354,339,0,661341004,1339499,493.72,1831102
West Virginia,2015,861190,283905824,20,40,10,42824,329.67,0,653231411,1328161,491.83,1841053
West Virginia,2014,867766,283713489,20,40,10,39552,326.95,0,657767646,1301489,505.4,1848514
West Virginia,2013,860421,274892557,20,40,10,40241,319.49,0,662737140,1308211,506.6,1853231
West Virginia,2012,849160,266150303,20,40,10,43553,313.43,0,650604410,1293309,503.05,1856560
West Virginia,2011,838025,256401306,20,40,10,41821,305.96,0,644690264,1288576,500.31,1854972
West Virginia,2010,831470,248698607,20,40,10,42777,299.11,0,647466977,1283274,504.54,1825513
West Virginia,2009,826568,241074443,20,40,10,40490,291.66,0,639423173,1274523,501.7,1821290
West Virginia,2008,821903,237450765,20,40,10,37994,288.9,0,638883246,1275231,500.99,1816352
West Virginia,2007,807763,239100683,20,40,10,42091,296,0,633246063,1261791,501.86,1812295
West Virginia,2006,784604,233338880,20,40,10,38419,297.4,0,633044754,1240464,510.33,1808136
West Virginia,2005,756644,229253206,20,40,10,36445,302.99,0,648206148,1217367,532.47,1804128
West Virginia,2004,774324,236975733,20,40,10,33373,306.04,0,673995415,1239698,543.68,1803462
West Virginia,2003,786322,234032084,20,40,10,32763,297.63,0,637573096,1234797,516.34,1802916
West Virginia,2002,791288,222397835,20,40,10,29359,281.06,0,563659080,1216272,463.43,1799219
West Virginia,2001,782856,205745000,20,40,10,29673,262.81,0,510464539,1220033,418.4,1798190
West Virginia,2000,750209,194068616,20,40,10,29411,258.69,0,480330712,1184172,405.63,1806694
West Virginia,1999,723380,181832925,20,40,10,29297,251.37,0,490190492,1169477,419.15,1811799
West Virginia,1998,700210,178748590,20,40,10,26704,255.28,0,499080871,1105179,451.58,1815609
West Virginia,1997,673926,164146397,20,40,10,27488,243.57,0,472232199,1103114,428.09,1819113
West Virginia,1996,667099,156513179,20,40,10,25247,234.62,0,448004765,1075499,416.56,1822808
West Virginia,1995,660348,152604636,20,40,10,24880,231.1,0,432584578,1074528,402.58,1823700
West Virginia,1994,645591,147174949,20,40,10,23564,227.97,0,403902840,1061410,380.53,1820421
Wisconsin,2016,3161410,753230417,25,50,10,59817,238.26,0,1577671154,4092475,385.51,5778708
Wisconsin,2015,3108475,702526638,25,50,10,55425,226,0,1495326931,3994293,374.37,5767891
Wisconsin,2014,3045386,661431410,25,50,10,58080,217.19,0,1439510941,3922381,367,5758377
Wisconsin,2013,3015539,626363205,50,100,15,55258,207.71,0,1388286168,3915498,354.56,5742854
Wisconsin,2012,2948829,590853420,50,100,15,53079,200.37,0,1338664614,3860720,346.74,5726177
Wisconsin,2011,2899137,575766792,50,100,15,52058,198.6,0,1363924114,3825396,356.54,5709640
Wisconsin,2010,2862355,582968914,25,50,10,50351,203.67,0,1366822594,3766191,362.92,5668519
Wisconsin,2009,2856675,586034631,25,50,10,51237,205.15,0,1204927258,3649193,330.19,5650751
Wisconsin,2008,2898941,586470816,25,50,10,51200,202.31,0,1182925578,3670152,322.31,5627257
Wisconsin,2007,2876565,579681432,25,50,10,51277,201.52,0,1189490447,3660251,324.98,5601508
Wisconsin,2006,2815359,574656285,25,50,10,51692,204.11,0,1208431225,3655568,330.57,5571510
Wisconsin,2005,2787143,600089679,25,50,10,44650,215.31,0,1225245851,3615134,338.92,5542096
Wisconsin,2004,2768968,622634184,25,50,10,45732,224.86,0,1216289163,3549507,342.66,5512205
Wisconsin,2003,2745025,625524409,25,50,10,46269,227.88,0,1151843750,3538964,325.47,5479542
Wisconsin,2002,2737384,596900795,25,50,10,45903,218.06,0,1088373574,3425362,317.74,5446571
Wisconsin,2001,2711357,543684459,25,50,10,45346,200.52,0,1029831413,3386504,304.1,5408099
Wisconsin,2000,2658197,507119199,25,50,10,45088,190.78,0,1012376285,3407766,297.08,5373849
Wisconsin,1999,2467343,459882844,25,50,10,45667,186.39,0,1022086611,3369701,303.32,5332666
Wisconsin,1998,2373937,429286779,25,50,10,41327,180.83,0,1023446969,3250726,314.84,5297672
Wisconsin,1997,2283989,395661828,25,50,10,39595,173.23,0,973471970,3027260,321.57,5266213
Wisconsin,1996,2248658,369489051,25,50,10,40001,164.32,0,920501234,2855640,322.34,5229986
Wisconsin,1995,2179961,347563762,25,50,10,40955,159.44,0,884343639,2780695,318.03,5184836
Wisconsin,1994,2130306,335960058,25,50,10,35388,157.71,0,861637531,2723594,316.36,5133678
Wyoming,2016,288287,82062033,25,50,20,57829,284.65,0,151865120,461506,329.06,585501
Wyoming,2015,291484,81273308,25,50,20,60925,278.83,0,149550333,465826,321.04,586555
Wyoming,2014,283929,77651580,25,50,20,55690,273.49,0,148344869,442047,335.59,583642
Wyoming,2013,281071,73121688,25,50,20,55700,260.15,0,142535370,440824,323.34,582684
Wyoming,2012,278218,74295760,25,50,20,57512,285.6,0,140582901,437842,298.94,576765
Wyoming,2011,271707,74083111,25,50,20,54509,272.66,0,139147249,434199,320.47,567725
Wyoming,2010,272685,73062025,25,50,20,52201,267.94,0,136878317,428886,319.15,547637
Wyoming,2009,274492,74637783,25,50,20,52470,271.91,0,135541649,428249,316.5,544391
Wyoming,2008,272782,73874480,25,50,20,53337,270.82,0,136239599,422968,322.1,532626
Wyoming,2007,263609,69772099,25,50,20,48744,264.68,0,135122145,413524,326.76,523226
Wyoming,2006,250621,65505220,25,50,20,47041,261.37,0,133253501,398838,334.1,512664
Wyoming,2005,237320,62315395,25,50,20,44718,262.58,0,130357439,387876,336.08,506002
Wyoming,2004,231684,60326697,25,50,20,45397,260.38,0,126812450,384859,329.5,502742
Wyoming,2003,227965,58313855,25,50,20,42555,255.8,0,118850762,371780,319.68,498865
Wyoming,2002,226618,54201567,25,50,20,39763,239.18,0,106404238,363473,292.74,496930
Wyoming,2001,224132,49645430,25,50,20,39719,221.5,0,94722470,362069,261.61,492976
Wyoming,2000,213589,44468311,25,50,20,39629,208.2,0,86593148,350633,246.96,493980
Wyoming,1999,204308,41327525,25,50,20,37248,202.28,0,88426689,355425,248.79,491780
Wyoming,1998,199490,39004256,25,50,20,35250,195.52,0,86616833,342447,252.94,490787
Wyoming,1997,199035,37306158,25,50,20,33423,187.44,0,83506724,340032,245.58,489451
Wyoming,1996,194140,34642310,25,50,20,30953,178.44,0,77033965,327852,234.97,488167
Wyoming,1995,190513,33169287,25,50,20,31529,174.11,0,72818834,323352,225.2,485160
Wyoming,1994,187182,32690875,25,50,20,33140,174.65,0,69265794,321812,215.24,480283
