State,Year,Col Exposures,Col Premiums,Lim1,Lim2,Lim3,Median Income,Average Premium,no fault,Liab Premiums,Liab Exposures,Liab Av,Population
Missouri,2002,2707396,748718666,25,50,10,42776,276.55,0,1342519790,3725885,360.32,5679158
Missouri,2001,2649923,701091853,25,50,10,41339,264.57,0,1230444625,3626051,339.33,5642852
Missouri,2000,2564571,643850099,25,50,10,45097,251.06,0,1161272234,3504604,331.36,5605714
Missouri,1999,2455893,582824186,25,50,10,41383,237.32,0,1189321944,3556646,334.39,5561948
Missouri,1998,2396170,542267856,25,50,10,40201,226.31,0,1204399667,3463266,347.76,5521765
Missouri,1997,2315354,506466930,25,50,10,36553,218.74,0,1107871662,3119226,355.18,5481193
Missouri,1996,2246960,456772776,25,50,10,34265,203.28,0,1074587101,2770089,387.93,5431553
Missouri,1995,2173689,414871959,25,50,10,34825,190.86,0,1012174141,2720176,372.1,5378247
Missouri,1994,2108307,388224146,25,50,10,30190,184.14,0,949366698,2692470,352.6,5324497
Montana,2016,513115,138762713,25,50,20,57075,270.43,0,322973968,832064,388.16,1042520
Montana,2015,496140,131634649,25,50,10,51395,265.32,0,307744893,796658,386.29,1032073
Montana,2014,475461,126259737,25,50,10,51102,265.55,0,302835427,771349,392.6,1022867
Montana,2013,463125,118852281,25,50,10,44132,256.63,0,295004906,757806,389.29,1014314
Montana,2012,452158,111816593,25,50,10,45088,247.3,0,285110969,742933,383.76,1005196
Montana,2011,440532,106102480,25,50,10,40277,240.85,0,282681328,729110,387.71,997821
Montana,2010,442332,106105018,25,50,10,41280,239.88,0,286004542,730126,391.72,980152
Montana,2009,431442,103765138,25,50,10,40437,240.51,0,282659244,718000,393.68,974163
Montana,2008,429645,103678934,25,50,10,42900,241.31,0,287510721,711213,404.25,967717
Montana,2007,422651,100734046,25,50,10,43655,238.34,0,289644185,709010,408.52,957123
Montana,2006,402766,96994207,25,50,10,41105,240.82,0,277080517,693776,399.38,946059
Montana,2005,391449,97721546,25,50,10,37313,249.64,0,272445232,666340,408.87,934656
Montana,2004,385222,95238464,25,50,10,33956,247.23,0,262322510,659831,397.56,925711
Montana,2003,383013,92668862,25,50,10,34108,241.95,0,242316415,636755,380.55,916620
Montana,2002,377614,85269560,25,50,10,34835,225.81,0,212216772,616306,344.34,909722
Montana,2001,377863,79520476,25,50,10,32126,210.45,0,187419491,610125,307.18,905782
Montana,2000,364538,72374141,25,50,10,32777,198.54,0,173893715,599141,290.24,903305
Montana,1999,342296,65371129,30,60,10,31038,190.98,0,171331098,606358,282.56,897507
Montana,1998,329726,63016404,30,60,10,31577,191.12,0,167097685,586585,284.87,892431
Montana,1997,320805,58990049,30,60,10,29212,183.88,0,158972980,556937,285.44,889865
Montana,1996,321147,56333828,30,60,10,28684,175.41,0,152201875,540165,281.77,886254
Montana,1995,313798,53209536,30,60,10,27757,169.57,0,149045939,533672,279.28,876553
Montana,1994,314015,51739468,30,60,10,27631,164.77,0,142384127,534102,266.59,861306
Nebraska,2016,1054653,262334249,25,50,25,59374,248.74,0,605214251,1585154,381.8,1907116
Nebraska,2015,1036268,245732574,25,50,25,60474,237.13,0,565977140,1552141,364.64,1893765
Nebraska,2014,1012173,232495738,25,50,25,56870,229.7,0,532143606,1506379,353.26,1881145
Nebraska,2013,995307,219697706,25,50,25,53774,220.73,0,516532369,1486125,347.57,1868559
Nebraska,2012,975940,213044895,25,50,25,52196,218.3,0,503088997,1478244,340.33,1855725
Nebraska,2011,956978,202526614,25,50,25,55616,211.63,0,494262697,1455511,339.58,1842283
Nebraska,2010,944217,197326082,25,50,25,52504,208.98,0,487837663,1445223,337.55,1811072
Nebraska,2009,955918,196522789,25,50,25,49595,205.59,0,472451333,1496080,315.79,1794852
Nebraska,2008,941894,189505196,25,50,25,50728,201.2,0,453817942,1473666,307.95,1780143
Nebraska,2007,926673,186871533,25,50,25,49174,201.66,0,457978517,1464054,312.82,1768745
Nebraska,2006,899913,191614765,25,50,25,48145,212.93,0,466884585,1427606,327.04,1759327
Nebraska,2005,896528,202968641,25,50,25,47923,226.39,0,472157216,1401326,336.94,1750772
Nebraska,2004,936563,216823852,25,50,25,43786,231.51,0,476551481,1418082,336.05,1741417
Nebraska,2003,896896,203436292,25,50,25,43974,226.82,0,440065995,1346216,326.89,1733099
Nebraska,2002,895320,193791067,25,50,25,42796,216.45,0,400663517,1316415,304.36,1724577
Nebraska,2001,877832,175345574,25,50,25,43611,199.75,0,365287527,1283031,284.71,1717672
Nebraska,2000,827815,162224730,25,50,25,41750,195.97,0,345185709,1251498,275.82,1713279
Nebraska,1999,798980,146816771,25,50,25,38626,183.76,0,346226579,1246142,277.84,1704764
Nebraska,1998,777652,145589167,25,50,25,36413,187.22,0,341551080,1219710,280.03,1695816
Nebraska,1997,746629,125957534,25,50,25,34692,168.7,0,308448017,1147260,268.86,1686418
Nebraska,1996,733364,115978459,25,50,25,34014,158.15,0,292861596,1079458,271.3,1673740
Nebraska,1995,717654,108574338,25,50,25,32929,151.29,0,276253044,1063992,259.64,1656992
Nebraska,1994,754326,110956768,25,50,25,31794,147.09,0,283159639,1133287,249.86,1639041
Nevada,2016,1391058,442856383,15,30,10,55431,318.36,0,1388952369,1947643,713.15,2940058
Nevada,2015,1326559,403091656,15,30,10,52008,303.86,0,1267288447,1859398,681.56,2883758
Nevada,2014,1277795,374621029,15,30,10,49875,293.18,0,1199844047,1782585,673.09,2833013
Nevada,2013,1248544,355571754,15,30,10,45369,284.79,0,1135615337,1751990,648.19,2786464
Nevada,2012,1204233,349192410,15,30,10,47333,289.97,0,1064354835,1717157,619.84,2752565
Nevada,2011,1168199,347122390,15,30,10,47043,297.14,0,1029855804,1680466,612.84,2718379
Nevada,2010,1144851,351325587,15,30,10,51200,306.87,0,1028535006,1647545,624.28,2654751
Nevada,2009,1171294,377742779,15,30,10,51434,322.5,0,1027225865,1652114,621.76,2638588
Nevada,2008,1212020,405443231,15,30,10,54744,334.52,0,1060302956,1681197,630.68,2612460
Nevada,2007,1207909,416301114,15,30,10,54058,344.65,0,1067811735,1654378,645.45,2564816
Nevada,2006,1172593,403316569,15,30,10,52282,343.95,0,1053475333,1619064,650.67,2491122
Nevada,2005,1085007,364826875,15,30,10,48209,336.24,0,967069219,1520830,635.88,2407073
Nevada,2004,993558,324678233,15,30,10,47204,326.78,0,865146820,1424158,607.48,2327547
Nevada,2003,917917,292358887,15,30,10,45184,318.5,0,762176173,1302222,585.29,2236378
Nevada,2002,872029,268333155,15,30,10,44958,307.71,0,686869278,1218730,563.59,2165828
Nevada,2001,849480,247266653,15,30,10,45403,291.08,0,635247153,1174225,540.99,2094338
Nevada,2000,778706,218008142,15,30,10,45758,279.96,0,569722523,1071647,531.63,2018196
Nevada,1999,701450,190132871,15,30,10,41461,271.06,0,575729813,1062362,541.93,1934718
Nevada,1998,659782,171422645,15,30,10,39756,259.82,0,559585108,982623,569.48,1853191
Nevada,1997,607159,150214622,15,30,10,38854,247.41,0,506481944,882263,574.07,1764104
Nevada,1996,558689,130589534,15,30,10,38540,233.74,0,459513187,828690,554.51,1666320
Nevada,1995,518957,121198084,15,30,10,36084,233.54,0,416269437,804291,517.56,1581578
Nevada,1994,488826,115335456,15,30,10,35871,235.94,0,380297006,775241,490.55,1499298
New Hampshire,2016,835978,267386520,25,50,25,76260,319.85,0,386999233,942501,410.61,1334795
New Hampshire,2015,819747,252002546,25,50,25,75675,307.42,0,371999425,928694,400.56,1330111
New Hampshire,2014,801534,235143556,25,50,25,73397,293.37,0,361948611,915139,395.51,1328743
New Hampshire,2013,788475,220265314,25,50,25,71322,279.36,0,352638681,899762,391.92,1322687
New Hampshire,2012,772095,205158540,25,50,25,67819,265.72,0,344854127,882997,390.55,1321182
New Hampshire,2011,751101,197175952,25,50,25,65880,262.52,0,339035838,874899,387.51,1318473
New Hampshire,2010,741202,198292740,25,50,25,66633,267.53,0,336822021,872444,386.07,1323531
New Hampshire,2009,739708,200361316,25,50,25,64131,270.87,0,341767502,868115,393.69,1322181
New Hampshire,2008,757888,209963984,25,50,25,66176,277.04,0,353217191,888105,397.72,1320981
New Hampshire,2007,745714,215101785,25,50,25,67576,288.45,0,360306770,878326,410.22,1316496
New Hampshire,2006,742739,223186297,25,50,25,61970,300.49,0,377290380,868024,434.65,1311184
New Hampshire,2005,738247,224819200,25,50,25,56984,304.53,0,377845553,876868,430.9,1301050
New Hampshire,2004,740345,227905039,25,50,25,56815,307.84,0,379767246,878003,432.54,1292566
New Hampshire,2003,725601,217568574,25,50,25,55567,299.85,0,354772431,854604,415.13,1282146
New Hampshire,2002,726971,201828091,25,50,25,55321,277.63,0,332828314,848091,392.44,1270962
New Hampshire,2001,711473,182262066,25,50,25,51331,256.18,0,305207962,827284,368.93,1256685
New Hampshire,2000,689160,164898787,25,50,25,50926,239.28,0,304392034,815620,373.2,1240385
New Hampshire,1999,571661,135680822,25,50,25,46055,237.34,0,297482563,806524,368.85,1222014
New Hampshire,1998,536569,123280866,25,50,25,44958,229.76,0,290627326,808460,359.48,1205940
New Hampshire,1997,533892,120819178,25,50,25,40998,226.3,0,283272446,732652,386.64,1189425
New Hampshire,1996,500914,110965839,25,50,25,39407,221.53,0,269383789,689700,390.58,1174719
New Hampshire,1995,451020,99445755,25,50,25,39171,220.49,0,246034441,630013,390.52,1157561
New Hampshire,1994,430329,95077356,25,50,25,35245,220.94,0,239520493,608266,393.78,1142560
New Jersey,2016,4273267,1670574048,15,30,5,68468,390.94,1,5027806551,5568059,902.97,8944469
New Jersey,2015,4223100,1612653383,15,30,5,68357,381.86,1,4815092330,5537306,869.57,8935421
New Jersey,2014,4121753,1530667734,15,30,5,65243,371.36,1,4798431265,5442973,881.58,8925001
New Jersey,2013,4042263,1470579520,15,30,5,61782,363.8,1,4723333943,5354651,882.1,8899162
New Jersey,2012,3997672,1424622068,15,30,5,66692,356.36,1,4591739642,5335897,860.54,8873211
New Jersey,2011,3941372,1387492995,15,30,5,62338,352.03,1,4423061107,5319691,831.45,8841243
New Jersey,2010,3902232,1356104438,15,30,5,62968,347.52,1,4258686373,5290543,804.96,8732811
New Jersey,2009,3898988,1334475267,15,30,5,64777,342.26,1,3921132550,5260686,745.37,8693723
New Jersey,2008,3909591,1338725593,15,30,5,65306,342.42,1,3787658886,5252536,721.11,8657319
New Jersey,2007,3812251,1350818070,15,30,5,60508,354.34,1,3815507994,5226240,730.07,8630810
New Jersey,2006,3768370,1425217629,15,30,5,68059,378.21,1,3814846757,5108336,746.79,8619354
New Jersey,2005,3712655,1494603561,15,30,5,63368,402.57,1,3836723639,5110120,750.81,8619564
New Jersey,2004,3704847,1569373706,15,30,5,55275,423.6,1,3894282593,5127051,759.56,8610474
New Jersey,2003,3664836,1607686939,15,30,5,56045,438.68,1,3613132421,5095525,709.08,8585567
New Jersey,2002,3616568,1520273392,15,30,5,54568,420.36,1,3372290243,5115898,659.18,8543281
New Jersey,2001,3573827,1389596311,15,30,5,51771,388.83,1,3004383349,5008957,599.8,8488427
New Jersey,2000,3379884,1261439430,15,30,5,50405,373.22,1,2925644390,4986300,586.74,8430799
New Jersey,1999,3030526,1117933293,15,30,5,49734,368.89,1,2972841061,4719456,629.91,8359592
New Jersey,1998,2926844,1101722350,15,30,5,49826,376.42,1,3384302627,4633073,730.47,8287418
New Jersey,1997,2780120,998606296,15,30,5,48021,359.2,1,2944491497,4164490,707.05,8218808
New Jersey,1996,2719989,942986362,15,30,5,47468,346.69,1,2800683839,4092069,684.42,8149596
New Jersey,1995,2645366,861460316,15,30,5,43924,325.65,1,2574220760,3996292,644.15,8083242
New Jersey,1994,2654674,804546701,15,30,5,42280,303.07,1,2477122129,3955654,626.22,8014306
New Mexico,2016,921872,267498244,25,50,10,48451,290.17,0,759643739,1533603,495.33,2081015
New Mexico,2015,899948,249271176,25,50,10,45119,276.98,0,730467642,1496756,488.03,2080328
New Mexico,2014,875161,234617611,25,50,10,46686,268.09,0,707182238,1459231,484.63,2083024
New Mexico,2013,870301,227962323,25,50,10,42127,261.94,0,677098402,1457659,464.51,2085193
New Mexico,2012,864975,226671081,25,50,10,43424,262.06,0,650280775,1474205,441.11,2083784
New Mexico,2011,850970,228332494,25,50,10,41982,268.32,0,630315736,1456427,432.78,2077756
New Mexico,2010,841950,236434171,25,50,10,45134,280.82,0,618910080,1432847,431.94,2033875
New Mexico,2009,842825,242573961,25,50,10,43542,287.81,0,617300555,1419576,434.85,2007315
New Mexico,2008,842932,247562279,25,50,10,42102,293.69,0,611932550,1385434,441.69,1984179
New Mexico,2007,828527,241849090,25,50,10,44356,291.9,0,609347450,1358243,448.63,1966357
New Mexico,2006,794082,231634388,25,50,10,40028,291.7,0,599384339,1311285,457.1,1940631
New Mexico,2005,761695,223497628,25,50,10,38947,293.42,0,573599010,1277477,449.01,1914699
New Mexico,2004,736779,218065780,25,50,10,39562,295.97,0,554411844,1246375,444.82,1890215
New Mexico,2003,722324,211426951,25,50,10,35105,292.7,0,524238909,1192254,439.7,1868121
New Mexico,2002,710557,196045685,25,50,10,35457,275.9,0,470026466,1133985,414.49,1849187
New Mexico,2001,691979,176028732,25,50,10,33124,254.38,0,433133393,1102254,392.95,1828437
New Mexico,2000,664267,173646258,25,50,10,35093,261.41,0,419232976,1053166,398.07,1820802
New Mexico,1999,611847,143242013,25,50,10,32574,234.11,0,432146342,1064789,405.85,1808082
New Mexico,1998,585686,135118389,25,50,10,31543,230.7,0,423220156,999794,423.31,1793484
New Mexico,1997,570826,132614410,25,50,10,30086,232.32,0,387450573,884232,438.18,1774839
New Mexico,1996,553770,128309821,25,50,10,25086,231.7,0,384505296,919538,418.15,1752326
New Mexico,1995,534287,119728649,25,50,10,25991,224.09,0,363587095,892723,407.28,1720394
New Mexico,1994,513949,110779392,25,50,10,26905,215.55,0,331177654,854415,387.61,1682398
New York,2016,7231732,2995869840,25,50,10,61437,414.27,1,8016568856,9543510,840,19745289
New York,2015,7136755,2747819910,25,50,10,58005,385.02,1,7637025058,9492795,804.51,19747183
New York,2014,7016150,2570425982,25,50,10,54310,366.36,1,7464157609,9372505,796.39,19718515
New York,2013,6890597,2444052595,25,50,10,53843,354.69,1,7319272869,9251565,791.14,19673546
New York,2012,6784543,2347371843,25,50,10,47680,345.99,1,7196063115,9226195,779.96,19602769
New York,2011,6681166,2272324122,25,50,10,50636,340.11,1,6949630728,9258457,750.63,19519529
New York,2010,6611325,2250702054,25,50,25,49781,340.43,1,6693545968,9247976,723.78,19577730
New York,2009,6596274,2208541303,25,50,10,50216,334.82,1,6503773096,9238667,703.97,19522612
New York,2008,6594163,2184054776,25,50,10,50461,331.21,1,6317689357,9199833,686.72,19464482
New York,2007,6491659,2144421104,25,50,10,48944,330.33,1,6343127431,9165634,692.06,19419540
New York,2006,6351762,2099787914,25,50,10,48222,330.58,1,6627420692,9080579,729.85,19353588
New York,2005,6221252,2105459321,25,50,10,47176,338.43,1,6892921642,9005798,765.39,19329398
New York,2004,6156616,2141863215,25,50,10,44649,347.9,1,7293905160,9073201,803.9,19297907
New York,2003,6070701,2057582735,25,50,10,42788,338.94,1,7194722780,9001732,799.26,19235015
New York,2002,6016669,1935804113,25,50,10,41966,321.74,1,6717648985,9063727,741.16,19161568
New York,2001,5862996,1766236058,25,50,10,42114,301.25,1,6011057899,8820548,681.48,19087486
New York,2000,5559624,1604510727,25,50,10,40744,288.6,1,5280199729,8575067,615.76,18996959
New York,1999,4896481,1389415003,25,50,10,39989,283.76,1,5371466048,8717700,616.16,18882725
New York,1998,4123357,1094157494,25,50,10,37394,265.36,1,5415720210,8461066,640.08,18755906
New York,1997,4123357,1094157494,25,50,10,35798,265.36,1,4188829010,7001587,598.27,18656546
New York,1996,4082172,1043440422,25,50,10,35410,255.61,1,3805203368,6492216,586.12,18588460
New York,1995,3884858,967890164,25,50,10,33028,249.14,1,3378124687,6192706,545.5,18524104
New York,1994,4005817,987655684,10,20,5,31899,246.56,1,3248762490,6203892,523.67,18459470
North Carolina,2016,5295588,1700170517,30,60,25,53764,321.05,0,2838060668,7659352,370.54,10146788
North Carolina,2015,5023740,1474932899,30,60,25,50797,293.59,0,2711858187,7545135,359.42,10035186
North Carolina,2014,5001851,1397268652,30,60,25,46784,279.35,0,2650066551,7390919,358.56,9934399
North Carolina,2013,4929403,1296721426,30,60,25,41208,263.06,0,2592790302,7299776,355.19,9841590
North Carolina,2012,4844005,1205385598,30,60,25,41553,248.84,0,2571311751,7206398,356.81,9746175
North Carolina,2011,4738290,1128740796,30,60,25,45206,238.22,0,2549707134,7118958,358.16,9650963
North Carolina,2010,4660334,1082620330,30,60,25,43830,232.31,0,2564116790,7050703,363.67,9458888
North Carolina,2009,4631374,1106369975,30,60,25,41906,238.89,0,2609485726,7034449,370.96,9357107
North Carolina,2008,4662233,1117427264,30,60,25,42930,239.68,0,2478349687,7050087,351.53,9230086
North Carolina,2007,4542014,1066037453,30,60,25,43513,234.71,0,2459311444,6926991,355.03,9047856
North Carolina,2006,4502186,1132031609,30,60,25,39797,251.44,0,2328352627,6812671,341.77,8853849
North Carolina,2005,4366887,1175078419,30,60,25,42056,269.09,0,2229305316,6630172,336.24,8655414
North Carolina,2004,4261162,1115371031,30,60,25,40238,261.75,0,2166607204,6384979,339.33,8517909
North Carolina,2003,4206413,1107998666,30,60,25,37279,263.41,0,2099620126,6211265,338.03,8399815
North Carolina,2002,4138159,1078006363,30,60,25,36515,260.5,0,1948390652,6087273,320.08,8311105
North Carolina,2001,4038189,979186785,30,60,25,38162,242.48,0,1873821912,5934600,315.75,8202468
North Carolina,2000,3903901,937873273,30,60,25,38317,240.24,0,1818695086,5726296,317.6,8080253
North Carolina,1999,3258016,633954732,25,50,15,37254,194.58,0,1848618443,5638413,327.86,7949361
North Carolina,1998,2967117,492029464,25,50,15,35838,165.83,0,1857600685,5512231,337,7809121
North Carolina,1997,2967117,492029464,25,50,15,35840,165.83,0,1671383408,5150387,324.52,7656825
North Carolina,1996,4790295,718371508,25,50,15,35601,149.96,0,2731636844,8095833,337.41,7500670
North Carolina,1995,4568792,658110399,25,50,15,31979,144.04,0,2574344556,7893720,326.13,7344674
North Carolina,1994,4288012,621832802,25,50,15,30114,145.02,0,2294458688,7612159,301.42,7187398
North Dakota,2016,447169,110979985,25,50,25,60184,248.18,1,188900502,636972,296.56,757952
North Dakota,2015,441739,107823712,25,50,25,57415,244.09,1,188967001,633742,298.18,756835
North Dakota,2014,429421,102700638,25,50,25,60730,239.16,1,184030669,622005,295.87,739904
North Dakota,2013,415296,94847242,25,50,25,52888,228.38,1,172321239,606703,284.03,724019
North Dakota,2012,394352,85424100,25,50,25,55766,216.62,1,161049181,590552,272.71,702087
North Dakota,2011,376564,78419591,25,50,25,56361,208.25,1,149844686,574426,260.86,685476
North Dakota,2010,364287,72195953,25,50,25,51006,198.18,1,141672788,565754,250.41,653778
North Dakota,2009,356068,68258431,25,50,25,50075,191.7,1,134779472,562076,239.79,645903
North Dakota,2008,344726,64130181,25,50,25,49631,186.03,1,132667822,549069,241.62,640525
North Dakota,2007,332539,61427668,25,50,25,47205,184.72,1,134869061,537180,251.07,637534
North Dakota,2006,321898,63080291,25,50,25,41047,195.96,1,135008521,530247,254.61,636019
North Dakota,2005,318357,66660216,25,50,25,42192,209.39,1,134385741,519564,258.65,634528
North Dakota,2004,317225,67797691,25,50,25,39220,213.72,1,132596791,514769,257.59,635480
North Dakota,2003,320486,65843182,25,50,25,40410,205.45,1,126530856,515794,245.31,631680
North Dakota,2002,329027,64976399,25,50,25,36200,197.48,1,120452877,521742,230.87,633210
North Dakota,2001,269769,52763256,25,50,25,35793,195.59,1,99969748,426361,234.47,636225
North Dakota,2000,279473,52192222,25,50,25,35996,186.75,1,101650065,439014,231.54,641298
North Dakota,1999,262909,47514855,25,50,25,32663,180.73,1,106299967,452558,234.89,644259
North Dakota,1998,257500,44094778,25,50,25,30304,171.24,1,99550056,431407,230.76,647532
North Dakota,1997,242108,38203981,25,50,25,31661,157.8,1,86400816,382514,225.88,649716
North Dakota,1996,231787,34432674,25,50,25,31470,148.55,1,77580460,360980,214.92,650382
North Dakota,1995,229990,32943703,25,50,25,29089,143.24,1,73794493,355591,207.53,647832
North Dakota,1994,224510,31352018,25,50,25,28278,139.65,1,70139657,351062,199.79,644804
Ohio,2016,6397103,1822784145,25,50,25,53985,284.94,0,3426378038,8404674,407.68,11614373
Ohio,2015,6271596,1692347314,25,50,25,53301,269.84,0,3279968269,8259672,397.11,11605090
Ohio,2014,6180272,1608098138,25,50,25,49644,260.2,0,3172576962,8158176,388.88,11594408
Ohio,2013,6090617,1529550894,25,50,25,46398,251.13,0,3003808659,8020197,374.53,11570022
Ohio,2012,6035303,1466550841,12.5,25,7.5,44375,243,0,2901616498,7994289,362.96,11550839
Ohio,2011,5939366,1402590597,12.5,25,7.5,44648,236.15,0,2831021025,7922472,357.34,11544824
Ohio,2010,5870158,1390333081,25,50,25,45886,236.85,0,2820616649,7882589,357.83,11532111
Ohio,2009,5870358,1402009885,12.5,25,7.5,45879,238.83,0,2769899261,7842575,353.19,11531860
Ohio,2008,5937618,1416922829,12.5,25,7.5,46934,238.63,0,2785057754,7853031,354.65,11526691
Ohio,2007,5915124,1423982698,12.5,25,7.5,49099,240.74,0,2861601858,7834150,365.27,11518989
Ohio,2006,5813772,1463124964,12.5,25,7.5,45900,251.67,0,2967333574,7771192,381.84,11490596
Ohio,2005,5790920,1475895201,12.5,25,7.5,44203,254.86,0,3028477222,7768969,389.82,11475559
Ohio,2004,5845381,1497966021,12.5,25,7.5,43055,256.26,0,3066727413,7741250,396.15,11465854
Ohio,2003,5831624,1481921753,12.5,25,7.5,43520,254.12,0,2985287662,7683935,388.51,11450398
Ohio,2002,5826829,1424705294,12.5,25,7.5,42684,244.51,0,2832128480,7623046,371.52,11420660
Ohio,2001,5782190,1344283972,12.5,25,7.5,41785,232.49,0,2678454326,7508418,356.73,11395572
Ohio,2000,5644489,1223682983,12.5,25,7.5,42962,216.79,0,2519708972,7398535,340.57,11363136
Ohio,1999,4700388,1031898969,12.5,25,7.5,39489,219.53,0,2527231984,7398379,341.59,11335454
Ohio,1998,4559083,972710258,12.5,25,7.5,38925,213.36,0,2520489775,7204163,349.87,11311536
Ohio,1997,4923418,968048552,12.5,25,7.5,36134,196.62,0,2251804794,6530953,344.79,11277357
Ohio,1996,4581446,855539162,12.5,25,7.5,34070,186.74,0,2025257025,5943295,340.76,11242827
Ohio,1995,4427738,792187810,12.5,25,7.5,34941,178.91,0,1881440753,5736259,327.99,11202751
Ohio,1994,4354766,757954473,12.5,25,7.5,31855,174.05,0,1798429294,5626523,319.63,11152454
Oklahoma,2016,1786721,591536515,25,50,25,50943,331.07,0,1289007614,2707429,476.1,3923561
Oklahoma,2015,1777581,566115092,25,50,25,47077,318.47,0,1238994541,2687577,461.01,3907414
Oklahoma,2014,1730056,531137383,25,50,25,47199,307.01,0,1204471759,2625638,458.73,3877499
Oklahoma,2013,1720306,499028841,25,50,25,43777,290.08,0,1161895143,2617592,443.88,3852415
Oklahoma,2012,1688650,489372954,25,50,25,48407,289.8,0,1109602626,2602870,426.3,3817054
Oklahoma,2011,1662027,474845606,25,50,25,48455,285.7,0,1079662835,2594244,416.18,3786274
Oklahoma,2010,1633092,463633941,25,50,25,43103,283.9,0,1040111582,2551618,407.63,3724447
Oklahoma,2009,1624036,457574021,25,50,25,45878,281.75,0,988160533,2510757,393.57,3685640
Oklahoma,2008,1670928,459302069,25,50,25,46111,274.88,0,986370098,2590251,380.8,3640241
Oklahoma,2007,1626053,434407882,25,50,25,43216,267.15,0,962869540,2581151,373.04,3608759
Oklahoma,2006,1561579,422797194,25,50,25,38838,270.75,0,964183257,2512759,383.71,3571612
Oklahoma,2005,1508712,418577726,25,50,25,37645,277.44,0,960432025,2428516,395.48,3530037
Oklahoma,2004,1477241,439039913,10,20,10,39614,297.2,0,930748108,2375510,391.81,3511467
Oklahoma,2003,1471284,439359596,10,20,10,35902,298.62,0,903986470,2336295,386.93,3495502
Oklahoma,2002,1490957,417096751,10,20,10,36458,279.75,0,836472976,2325327,359.72,3483149
Oklahoma,2001,1499666,383245765,10,20,10,35609,255.55,0,786929825,2322355,338.85,3463996
Oklahoma,2000,1384461,336260441,10,20,10,32432,242.88,0,717217250,2105602,340.62,3453891
Oklahoma,1999,1348097,302202901,10,20,10,32683,224.17,0,712490517,2160766,329.74,3437147
Oklahoma,1998,1289638,270525765,10,20,10,33727,209.77,0,711624330,2126455,334.65,3405194
Oklahoma,1997,1231359,239846794,10,20,10,31351,194.78,0,672012729,2020356,332.62,3372917
Oklahoma,1996,1235044,222749128,10,20,10,27437,180.36,0,661927097,1966266,336.64,3340129
Oklahoma,1995,1187998,204725083,10,20,10,26311,172.33,0,617870846,1925535,320.88,3308208
Oklahoma,1994,1156940,195345138,10,20,10,26991,168.85,0,572823986,1901269,301.29,3280940
Oregon,2016,2094558,500403403,25,50,20,59135,238.91,0,1769069587,2843534,622.14,4093465
Oregon,2015,2010105,455951189,25,50,20,60834,226.83,0,1597292964,2734480,584.13,4024634
Oregon,2014,1931438,421166957,25,50,20,58875,218.06,0,1542885386,2635942,585.33,3968371
Oregon,2013,1903811,393664090,25,50,20,56307,206.78,0,1475784586,2621523,562.95,3925751
Oregon,2012,1873054,381201059,25,50,20,51775,203.52,0,1387341100,2629345,527.64,3899116
Oregon,2011,1838252,380853697,25,50,20,51526,207.18,0,1326225900,2614192,507.32,3868031
Oregon,2010,1860972,403150574,25,50,20,50602,216.63,0,1309550129,2623992,499.07,3855536
Oregon,2009,1859197,423366311,25,50,10,49098,227.71,0,1269259294,2604189,487.39,3823058
Oregon,2008,1890568,434839089,25,50,10,51727,230,0,1267278278,2612006,485.17,3780596
Oregon,2007,1855930,415652537,25,50,10,50236,223.96,0,1247652271,2572831,484.93,3730833
Oregon,2006,1819170,411780054,25,50,10,47091,226.36,0,1226437115,2541073,482.65,3675743
Oregon,2005,1755089,412885890,25,50,10,44159,235.25,0,1194277207,2469346,483.64,3617086
Oregon,2004,1713561,414107661,25,50,10,40994,241.66,0,1179187943,2395649,492.22,3573214
Oregon,2003,1697980,403247470,25,50,10,41638,237.49,0,1128110965,2362085,477.59,3551290
Oregon,2002,1695683,382831427,25,50,10,41802,225.77,0,1002179713,2325856,430.89,3516661
Oregon,2001,1687812,369307301,25,50,10,41273,218.81,0,919541769,2319873,396.38,3469878
Oregon,2000,1628739,345881467,25,50,10,42499,212.36,0,848945743,2223108,381.87,3430739
Oregon,1999,1549354,325102518,25,50,10,40619,209.83,0,862277445,2256782,382.08,3393941
Oregon,1998,1477790,304055037,25,50,10,39067,205.75,0,835542911,2140769,390.3,3352449
Oregon,1997,1430576,281909538,25,50,10,37247,197.06,0,766196979,1970101,388.91,3304310
Oregon,1996,1396649,255473139,25,50,10,35492,182.92,0,729627237,1918290,380.35,3247111
Oregon,1995,1336866,232703139,25,50,10,36374,174.07,0,713197378,1891237,377.11,3184369
Oregon,1994,1284003,216281152,25,50,10,31456,168.44,0,702110778,1856556,378.18,3121264
Pennsylvania,2016,6829839,2365343426,15,30,5,60979,346.32,1,4480155752,8692990,515.38,12784227
Pennsylvania,2015,6801287,2225660392,15,30,5,60389,327.24,1,4313204117,8642698,499.06,12791904
Pennsylvania,2014,6679503,2105917278,15,30,5,55173,315.28,1,4267700294,8589148,496.87,12790565
Pennsylvania,2013,6610606,1993033866,15,30,5,53952,301.49,1,4240069562,8526461,497.28,12781338
Pennsylvania,2012,6513776,1929321004,15,30,5,51904,296.19,1,4188950760,8461615,495.05,12771854
Pennsylvania,2011,6418290,1902051005,15,30,5,49910,296.35,1,4112443527,8423804,488.19,12744293
Pennsylvania,2010,6360523,1904143278,15,30,5,48314,299.37,1,4106296028,8436655,486.72,12632780
